loss,accuracy,val_loss,val_accuracy
0.4165996015071869,0.8682825565338135,0.18955552577972412,0.9412742257118225
0.19302159547805786,0.9379501342773438,0.20602717995643616,0.9390581846237183
0.15798544883728027,0.9457063674926758,0.21423980593681335,0.9335179924964905
0.1318703293800354,0.9563711881637573,0.23423846065998077,0.934626042842865
0.10761382430791855,0.9628809094429016,0.18835298717021942,0.9468144178390503
0.11124072223901749,0.9608033299446106,0.23462162911891937,0.936288058757782
0.08860200643539429,0.9670360088348389,0.20594748854637146,0.9396122097969055
0.0803813487291336,0.9727146625518799,0.21598677337169647,0.9379501342773438
0.08323205262422562,0.9706370830535889,0.19025184214115143,0.94792240858078
0.06918106973171234,0.9754847288131714,0.18752197921276093,0.9473684430122375
0.07556937634944916,0.9756232500076294,0.19932952523231506,0.9445983171463013
0.07206840813159943,0.9743767380714417,0.23256178200244904,0.942382276058197
0.06710576266050339,0.9757617712020874,0.26313677430152893,0.9373961091041565
0.06252039223909378,0.9770082831382751,0.23197947442531586,0.9484764337539673
0.07221905887126923,0.9747922420501709,0.24496135115623474,0.942382276058197
0.05723661929368973,0.9789473414421082,0.25451505184173584,0.942382276058197
0.05158315598964691,0.9804708957672119,0.2560371160507202,0.9407202005386353
0.06169110909104347,0.9785318374633789,0.25654247403144836,0.9473684430122375
0.063435398042202,0.9789473414421082,0.2798115015029907,0.9412742257118225
0.05338853970170021,0.9806094169616699,0.3075745403766632,0.9368420839309692
